,abstract,web_url,snippet,lead_paragraph,source,headline,pub_date,meta.article_type,meta.arguments
311,Ford has had to halt or slow production of highly profitable models like the F-150 pickup truck and various sport-utility vehicles.,https://www.nytimes.com/2021/07/28/business/ford-q2-earnings.html,,"Ford Motor said on Wednesday that its profit for the three months that ended in June fell by about 50 percent, to $561 million, in large part because a global shortage of computer chips kept the company from selling more cars and trucks.",The New York Times,Ford profit drops 50 percent because of a global chip shortage.,2021-07-28 20:45:57+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
312,,https://www.nytimes.com/2021/04/28/business/catch-up-googles-and-microsofts-profits-soar-as-pandemic-benefits-big-tech.html,,,The New York Times,Catch up: Google’s and Microsoft’s profits soar as pandemic benefits Big Tech.,2021-04-28 09:23:59+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
313,"The company also reported that profit more than tripled, to $10.4 billion, topping Wall Street expectations.",https://www.nytimes.com/2024/04/30/technology/amazon-first-quarter-revenue.html,,Amazon reported its highest first-quarter profit on Tuesday as it continued to wring efficiencies out of its retail business and recharge growth in its cloud computing operations.,The New York Times,Amazon Reports $143.3 Billion in Revenue for First Quarter of 2024,2024-04-30 20:37:11+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
314,The electric carmaker has reduced prices by thousands of dollars this year to bolster demand and fend off competition.,https://www.nytimes.com/2023/04/19/business/teslas-earnings-first-quarter.html,,"Tesla’s profit fell sharply in the first three months of the year after it cut the prices of its electric vehicles, the company said on Wednesday.",The New York Times,Tesla’s Profit Dropped Sharply in First Quarter as It Cut Prices,2023-04-19 20:57:46+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
315,The carrier reported a healthy profit for the third quarter after a busy summer. Competitors also seem confident despite economic turbulence.,https://www.nytimes.com/2022/10/13/business/delta-airlines-earnings.html,,Broad economic turmoil and sustained inflation have done little to shake Delta Air Lines’ confidence in travel demand for the rest of the year after it ended summer on a high note.,The New York Times,Delta Earnings Are Solid as Airline Signals Optimism on Travel Demand,2022-10-13 11:57:12+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
316,"Sales increased from a year earlier, when the automaker was hampered by parts shortages.",https://www.nytimes.com/2023/05/02/business/ford-motor-earnings-q1.html,,"Ford Motor reported a solid profit in the first quarter, although the automaker indicated that its turnaround was not complete and that it had a ways to go before it starts making money on electric vehicles.",The New York Times,Ford Reports $1.8 Billion Profit in Quarter,2023-05-02 20:39:39+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
317,"India, a critical security partner of the United States, now buys huge amounts of Russian oil, purchasing one of every two barrels shipped at sea.",https://www.nytimes.com/interactive/2023/06/22/business/india-russia-oil.html,,"India, a critical security partner of the United States, now buys huge amounts of Russian oil, purchasing one of every two barrels shipped at sea.",The New York Times,How India Profits From Its Neutrality in the Ukraine War,2023-06-22 04:15:52+00:00,general_mkt,"('earnings', 'revenue', 'profits')"
318,The Federal Reserve chair spent the early pandemic bemoaning the loss of a strong job market. It roared back — and now its fate is in his hands.,https://www.nytimes.com/2023/07/17/business/economy/jerome-powell-job-market-employment.html,,"Jerome H. Powell, the chair of the Federal Reserve, spent the early pandemic lamenting something America had lost: a job market so historically strong that it was boosting marginalized groups, extending opportunities to people and communities that had long lived without them.",The New York Times,Jerome Powell’s Prized Labor Market Is Back. Can He Keep It?,2023-07-17 18:20:03+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
319,"Speaking at a news conference, Ms. Yellen said that she did not believe the U.S. was in a recession",https://www.nytimes.com/2022/07/28/business/treasury-secretary-janet-yellen-economy.html,,"President Biden and Treasury Secretary Janet L. Yellen on Thursday dismissed questions about whether the U.S. economy was already in a recession, pointing to the strong labor market and other metrics as signs of its health.",The New York Times,"Treasury Secretary Yellen said the U.S. economy was transitioning to ‘steady, sustainable’ growth.",2022-07-28 19:30:00+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
320,United Airlines and other companies have started a $100 million fund to invest in jet fuel that produces fewer greenhouse gases.,https://www.nytimes.com/2023/02/21/climate/united-sustainable-aviation-fuel.html,,"A flurry of investments, policy changes and technological breakthroughs is giving a jolt of energy to the nascent market for sustainable aviation fuel, a low-carbon alternative to traditional jet fuel made from crude oil.",The New York Times,A Sudden Rush to Make Sustainable Aviation Fuel Mainstream,2023-02-21 13:01:08+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
321,Larry Fink is using his firm’s huge influence to pressure companies to eliminate greenhouse gas emissions by 2050.,https://www.nytimes.com/2021/01/26/business/dealbook/larry-fink-letter-blackrock-climate.html,,"A year ago this month, the BlackRock chief Laurence D. Fink wrote a letter to the world’s C.E.O.s with an urgent message: Climate change will be “a defining factor in companies’ long-term prospects.” Underscoring his point, he added, “We are on the edge of a fundamental reshaping of finance.”",The New York Times,BlackRock Chief Pushes a Big New Climate Goal for the Corporate World,2021-01-26 11:00:22+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
322,"Nexii Building Solutions in Vancouver is having significant early success, though there are potential pitfalls.",https://www.nytimes.com/2022/06/07/business/nexii-sustainable-construction-climate-business.html,,"This article is part of Upstart, a series on young companies harnessing new science and technology.",The New York Times,Can a Start-Up Make Sustainable Construction the Next Frontier in Eco-Business?,2022-06-07 09:00:26+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
323,An enduring traffic jam at the Port of Savannah reveals why the chaos in global shipping is likely to persist.,https://www.nytimes.com/2021/10/11/business/supply-chain-crisis-savannah-port.html,,"SAVANNAH, Ga. — Like toy blocks hurled from the heavens, nearly 80,000 shipping containers are stacked in various configurations at the Port of Savannah — 50 percent more than usual.",The New York Times,‘It’s Not Sustainable’: What America’s Port Crisis Looks Like Up Close,2021-10-10 15:35:52+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
324,"Hemp blocks are costlier than traditional building products, but they help address environmental issues and can shave 20 to 30 percent off a typical construction schedule.",https://www.nytimes.com/2023/02/21/business/hemp-construction-buildings.html,,"As ballroom dancers twirl, and competitive Ping-Pong players swing their paddles in the French town of Croissy-Beaubourg, they are doing so in what some describe as the future of building construction.",The New York Times,"In Search for Sustainable Materials, Developers Turn to Hemp",2023-02-21 18:16:38+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
325,"More cities are adopting deconstruction ordinances that require older homes to be taken down for salvageable parts, but they face challenges in trying to expand their efforts.",https://www.nytimes.com/2021/09/01/business/waste-salvage-deconstruction-sustainability.html,,"As the green building movement evolves beyond energy efficiency into new areas of sustainability, one promising effort focuses on finding new life for used building materials, though advocates say they are struggling with how to expand this niche market.",The New York Times,Sustainability Advocates Ask: Why Demolish When You Can Deconstruct?,2021-09-01 07:00:09+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
326,"The company, which brought in about $219 million in revenue last year, posted losses for the last two years, and it expects more losses to come.",https://www.nytimes.com/2021/08/31/business/allbirds-ipo.html,,"Allbirds, the maker of wool sneakers, offered a long-awaited peek at its earnings when its filing for an initial public offering was made public on Tuesday, revealing strong digital sales in 2020 despite an annual loss.",The New York Times,Allbirds’s I.P.O. filing shows losses but grand ambitions for its sustainable shoes.,2021-08-31 16:38:45+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
327,"The Securities and Exchange Commission has stepped up scrutiny of sustainable investing, which has become popular but is said to lack accountability.",https://www.nytimes.com/2022/06/12/business/sec-goldman-sachs-esg-funds.html,,"The Securities and Exchange Commission is investigating Goldman Sachs over its E.S.G. investment funds — funds that invest in companies that say they are committed to environmental, social and governance principles, according to two people familiar with the matter.",The New York Times,Goldman Sachs Is Being Investigated Over E.S.G. Funds,2022-06-12 21:00:40+00:00,general_mkt,"('regulatory changes', 'geopolitical', 'climate change', 'sustainability')"
